,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
1022,Spectral, James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini,Action, Adventure, Sci-Fi,Nan,PG-13 ,"61,635"
1023,Predator 2, Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades,Action, Horror, Sci-Fi,30.67,R ,"174,439"
1024,Criminal, Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman,Action, Sci-Fi, Thriller,14.27,R ,"68,124"
1025,Transporter 2, Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann,Action, Crime, Thriller,43.10,PG-13 ,"208,137"
1026,Scouts Guide to the Zombie Apocalypse, Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont,Action, Comedy, Horror,3.64,R ,"52,507"
1027,Unlocked, Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich,Action, Thriller,Nan,Nan,R ,"36,971"
1028,Beowulf, Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright,Animation, Action, Adventure,82.16,PG-13 ,"170,772"
1029,Entrapment, Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,Action, Crime, Romance,87.70,PG-13 ,"120,133"
1030,Revolver, Jason Statham, Ray Liotta, André 3000, Vincent Pastore,Action, Crime, Drama,0.08,R ,"99,020"
1031,Osmosis Jones, Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood,Animation, Action, Adventure,13.60,PG ,"37,342"
1032,The Commuter, Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks,Action, Mystery, Thriller,36.34,PG-13 ,"119,488"
1033,#Alive, Yoo Ah-in, Park Shin-Hye, Jeon Bae-soo, Hyun-Wook Lee,Action, Drama, Horror,Nan,TV-MA ,"43,375"
1034,The Take, Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly,Action, Crime, Drama,0.04,R ,"46,934"
1035,Risen, Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis,Action, Drama, History,36.87,PG-13 ,"29,534"
1036,Run Hide Fight, Isabel May, Radha Mitchell, Thomas Jane, Eli Brown,Action, Crime, Drama,Nan,TV-MA ,"25,297"
1037,My Spy, Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal,Action, Comedy,Nan,Nan,PG-13 ,"32,382"
1038,Death Wish, Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone,Action, Crime, Drama,34.02,R ,"74,049"
1039,This Means War, Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger,Action, Comedy, Romance,54.76,PG-13 ,"190,325"
1040,Surrogates, Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike,Action, Sci-Fi, Thriller,38.58,PG-13 ,"177,663"
1041,The Black Cauldron, Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne,Animation, Action, Adventure,21.29,PG ,"38,300"
1042,Triple 9, Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul,Action, Crime, Thriller,12.63,R ,"74,407"
1043,Paycheck, Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall,Action, Mystery, Sci-Fi,53.79,PG-13 ,"110,803"
1044,Blue Streak, Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle,Action, Comedy, Crime,68.52,PG-13 ,"85,902"
1045,Centurion, Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski,Action, Drama, History,0.12,R ,"84,408"
1046,Mr, Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone,Action, Comedy, Romance,0.03,R ,"58,083"
1047,Free Fire, Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy,Action, Comedy, Crime,1.80,R ,"48,222"
1048,Escape from the Planet of the Apes, Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,Action, Sci-Fi,Nan,12.30,G ,"36,916"
1049,Johnny English Reborn, Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay,Action, Adventure, Comedy,8.31,PG ,"135,288"
1050,Nick of Time, Johnny Depp, Christopher Walken, Courtney Chase, Charles S. Dutton,Action, Crime, Drama,8.17,R ,"43,953"
1051,The Dead Pool, Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim,Action, Crime, Mystery,37.90,R ,"47,315"
1052,Repo Men, Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,Action, Sci-Fi, Thriller,13.79,R ,"108,763"
1053,Underworld: Awakening, Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea,Action, Fantasy, Horror,62.32,R ,"157,721"
1054,Assassins, Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov,Action, Crime, Thriller,30.31,R ,"85,731"
1055,Proof of Life, Meg Ryan, Russell Crowe, David Morse, Pamela Reed,Action, Drama, Thriller,32.60,R ,"57,987"
1056,Assault on Precinct 13, Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello,Action, Crime, Drama,19.98,R ,"80,376"
1057,Charlie Countryman, Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger,Action, Comedy, Drama,0.01,R ,"29,144"
1058,Formula 51, Samuel L. Jackson, Robert Carlyle, Emily Mortimer, Nigel Whitmey,Action, Comedy, Crime,5.20,R ,"50,150"
1059,7500, Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger,Action, Drama, Thriller,Nan,R ,"30,464"
1060,ARQ, Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell,Action, Sci-Fi, Thriller,Nan,TV-MA ,"40,462"
1061,Toofaan, Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe,Action, Drama, Sport,Nan,UA ,"51,771"
1062,Ant-Man and the Wasp: Quantumania, Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer,Action, Adventure, Comedy,Nan,PG-13 ,"152,483"
1063,Thor: Love and Thunder, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson,Action, Adventure, Comedy,343.26,PG-13 ,"362,744"
1064,Kindergarten Cop, Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt,Action, Comedy, Crime,91.46,PG-13 ,"155,405"
1065,Pearl Harbor, Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott,Action, Drama, History,198.54,PG-13 ,"340,757"
1066,Indiana Jones and the Kingdom of the Crystal Skull, Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen,Action, Adventure,Nan,317.10,PG-13 ,"464,933"
1067,Dick Tracy, Warren Beatty, Madonna, Al Pacino, Charlie Korsmo,Action, Comedy, Crime,103.74,PG ,"63,724"
1068,Terminator: Dark Fate, Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes,Action, Adventure, Sci-Fi,62.25,R ,"184,295"
1069,Knowing, Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson,Action, Mystery, Sci-Fi,79.96,PG-13 ,"240,250"
1070,Transformers: Dark of the Moon, Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel,Action, Adventure, Sci-Fi,352.39,PG-13 ,"417,726"
1071,The Karate Kid, Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han,Action, Drama, Family,176.59,PG ,"193,048"
1072,The Legend of Tarzan, Alexander Skarsgård, Rory J Saper, Christian Stevens, Christoph Waltz,Action, Adventure, Drama,126.64,PG-13 ,"181,257"
1073,Men in Black II, Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle,Action, Adventure, Comedy,190.42,PG-13 ,"386,430"
1074,Austin Powers in Goldmember, Mike Myers, Beyoncé, Seth Green, Michael York,Action, Adventure, Comedy,213.31,PG-13 ,"215,686"
1075,Hitman, Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper,Action, Crime, Thriller,39.69,R ,"173,774"
1076,Kate, Mary Elizabeth Winstead, Woody Harrelson, Miku Patricia Martineau, Tadanobu Asano,Action, Adventure, Crime,Nan,R ,"65,838"
1077,Alien: Resurrection, Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman,Action, Horror, Sci-Fi,47.75,R ,"254,050"
1078,300: Rise of an Empire, Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson,Action, Drama,Nan,106.58,R ,"307,684"
1079,Deep Impact, Robert Duvall, Téa Leoni, Elijah Wood, Morgan Freeman,Action, Drama, Sci-Fi,140.46,PG-13 ,"183,179"
1080,In the Shadow of the Moon, Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall,Action, Crime, Mystery,Nan,TV-MA ,"56,377"
1081,Inferno, Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster,Action, Adventure, Crime,34.34,PG-13 ,"182,108"
1082,Total Recall, Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale,Action, Adventure, Sci-Fi,58.88,PG-13 ,"259,652"
1083,Zathura: A Space Adventure, Josh Hutcherson, Jonah Bobo, Dax Shepard, Tim Robbins,Action, Adventure, Comedy,29.26,PG ,"109,438"
1084,3 Days to Kill, Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard,Action, Drama, Thriller,30.70,PG-13 ,"95,442"
1085,Dracula Untold, Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson,Action, Drama, Fantasy,56.28,PG-13 ,"201,054"
1086,Parker, Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte,Action, Crime, Thriller,17.62,R ,"125,740"
1087,47 Ronin, Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano,Action, Drama, Fantasy,38.36,PG-13 ,"165,054"
1088,Reign of Fire, Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler,Action, Adventure, Fantasy,43.06,PG-13 ,"140,608"
1089,Time Trap, Reiley McClendon, Cassidy Gifford, Brianne Howey, Olivia Draguicevich,Action, Adventure, Mystery,Nan,Not Rated ,"39,788"
1090,Maze Runner: The Death Cure, Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster,Action, Adventure, Sci-Fi,58.03,PG-13 ,"149,294"
1091,The Losers, Idris Elba, Zoe Saldana, Jeffrey Dean Morgan, Chris Evans,Action, Adventure, Comedy,23.58,PG-13 ,"104,546"
1092,The Cannonball Run, Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise,Action, Comedy, Sport,72.18,PG ,"38,067"
1093,Keanu, Keegan-Michael Key, Jordan Peele, Tiffany Haddish, Method Man,Action, Comedy, Crime,20.57,R ,"50,312"
1094,Small Soldiers, Kirsten Dunst, Gregory Smith, David Cross, Jay Mohr,Action, Adventure, Comedy,54.68,PG-13 ,"102,341"
1095,Jack the Giant Slayer, Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy,Action, Adventure, Fantasy,65.19,PG-13 ,"142,535"
1096,Spenser Confidential, Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger,Action, Comedy, Crime,Nan,R ,"92,554"
1097,Taken 2, Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser,Action, Crime, Thriller,139.85,PG-13 ,"313,581"
1098,The Brothers Grimsby, Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder,Action, Adventure, Comedy,6.86,R ,"106,509"
1099,Deliver Us from Evil, Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy,Action, Adventure, Crime,30.58,R ,"80,799"
1100,Takers, Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy,Action, Crime, Drama,57.74,PG-13 ,"64,217"
1101,Hard Target, Jean-Claude Van Damme, Lance Henriksen, Yancy Butler, Chuck Pfarrer,Action, Crime, Thriller,32.59,R ,"53,647"
1102,Transcendence, Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy,Action, Drama, Sci-Fi,23.02,PG-13 ,"233,273"
1103,The Divergent Series: Insurgent, Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet,Action, Adventure, Sci-Fi,130.18,PG-13 ,"245,100"
1104,Walking Tall, Dwayne Johnson, Ashley Scott, Johnny Knoxville, Michael Bowen,Action, Crime,Nan,46.44,PG-13 ,"81,751"
1105,Rush Hour 3, Jackie Chan, Chris Tucker, Max von Sydow, Hiroyuki Sanada,Action, Comedy, Crime,140.13,PG-13 ,"174,873"
1106,American Assassin, Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch,Action, Thriller,Nan,36.25,R ,"85,646"
1107,Mad Max Beyond Thunderdome, Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn,Action, Adventure, Sci-Fi,36.20,PG-13 ,"141,255"
1108,Copshop, Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss,Action, Thriller,Nan,Nan,R ,"34,471"
1109,Cold Pursuit, Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund,Action, Comedy, Crime,32.14,R ,"72,381"
1110,War, Jet Li, Jason Statham, Nadine Velazquez, John Lone,Action, Crime, Thriller,22.49,R ,"94,020"
1111,The Wall, Aaron Taylor-Johnson, John Cena, Laith Nakli,Nan,Action, Drama, Thriller,1.80,R ,"28,596"
1112,Eraser, Arnold Schwarzenegger, Vanessa Williams, James Caan, James Coburn,Action, Crime, Thriller,101.30,R ,"114,809"
1113,Jack Ryan: Shadow Recruit, Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh,Action, Drama, Thriller,50.58,PG-13 ,"134,942"
1114,Tower Heist, Eddie Murphy, Ben Stiller, Casey Affleck, Alan Alda,Action, Comedy, Crime,78.05,PG-13 ,"147,767"
1115,Moonraker, Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel,Action, Adventure, Sci-Fi,70.31,PG ,"104,538"
1116,Stuber, Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales,Action, Comedy, Crime,22.37,R ,"49,473"
1117,Resident Evil: Extinction, Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen,Action, Horror, Sci-Fi,50.65,R ,"200,135"
1118,Next, Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann,Action, Sci-Fi, Thriller,18.21,PG-13 ,"162,349"
1119,Feast, Navi Rawat, Krista Allen, Balthazar Getty, Judah Friedlander,Action, Comedy, Horror,0.05,R ,"32,833"
1120,Death Race 2000, David Carradine, Sylvester Stallone, Simone Griffeth, Mary Woronov,Action, Comedy, Sci-Fi,8.00,R ,"29,202"
1121,The Saint, Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev,Action, Adventure, Romance,61.36,PG-13 ,"70,479"
1122,The Silencing, Nikolaj Coster-Waldau, Caleb Ellsworth-Clark, Josh Cruddas, Annabelle Wallis,Action, Crime, Mystery,Nan,R ,"28,237"
1123,Johnny English, Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos,Action, Adventure, Comedy,28.08,PG ,"166,541"
1124,The Outsider, Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna,Action, Crime, Drama,Nan,TV-MA ,"27,506"
1125,The November Man, Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich,Action, Thriller,Nan,24.98,R ,"69,182"
1126,Redemption, Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong,Action, Crime, Drama,0.03,R ,"74,373"
1127,Blown Away, Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges,Action, Crime, Drama,30.16,R ,"32,472"
1128,Astro Boy, Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron,Animation, Action, Adventure,19.55,PG ,"38,207"
1129,The Toxic Avenger, Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion,Action, Comedy, Horror,Nan,R ,"30,036"
1130,Lionheart, Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan,Action, Crime, Drama,24.08,R ,"37,878"
1131,Rogue, Michael Vartan, Radha Mitchell, Sam Worthington, Caroline Brazier,Action, Drama, Horror,0.01,R ,"32,029"
1132,Captain Underpants: The First Epic Movie, Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll,Animation, Action, Adventure,73.92,PG ,"30,190"
1133,The Devil's Own, Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades,Action, Crime, Drama,42.87,R ,"68,298"
1134,Outlander, Jim Caviezel, Sophia Myles, Ron Perlman, Jack Huston,Action, Adventure, Sci-Fi,0.16,R ,"76,981"
1135,Shanghai Knights, Jackie Chan, Owen Wilson, Fann Wong, Aaron Taylor-Johnson,Action, Adventure, Comedy,60.48,PG-13 ,"109,301"
1136,Loaded Weapon 1, Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry,Action, Comedy, Crime,27.98,PG-13 ,"49,758"
1137,Rising Sun, Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa,Action, Crime, Drama,63.10,R ,"47,167"
1138,Kung Pow: Enter the Fist, Steve Oedekerk, Fei Lung, Leo Lee, Ling-Ling Hsieh,Action, Comedy,Nan,16.03,PG-13 ,"47,346"
1139,TMNT, Patrick Stewart, Mako, Chris Evans, Sarah Michelle Gellar,Animation, Action, Adventure,54.15,PG ,"66,244"
1140,Johnny English Strikes Again, Rowan Atkinson, Ben Miller, Olga Kurylenko, Emma Thompson,Action, Adventure, Comedy,4.41,PG ,"77,625"
1141,Destroyer, Nicole Kidman, Toby Kebbell, Tatiana Maslany, Sebastian Stan,Action, Crime, Drama,1.53,R ,"30,707"
1142,Pokémon: The First Movie - Mewtwo Strikes Back, Veronica Taylor, Rachael Lillis, Eric Stuart, Rica Matsumoto,Animation, Action, Adventure,85.74,G ,"44,377"
1143,The Eagle, Channing Tatum, Jamie Bell, Donald Sutherland, István Göz,Action, Adventure, Drama,19.49,PG-13 ,"71,986"
1144,The Boondock Saints II: All Saints Day, Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.,Action, Thriller,Nan,10.27,R ,"65,691"
1145,After the Sunset, Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle,Action, Comedy, Crime,28.33,PG-13 ,"48,739"
1146,Last Knights, Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi,Action, Drama, History,Nan,R ,"44,270"
1147,Money Talks, Charlie Sheen, Chris Tucker, Heather Locklear, Elise Neal,Action, Comedy, Crime,41.07,R ,"30,388"
1148,A Lonely Place to Die, Alec Newman, Ed Speleers, Melissa George, Kate Magowan,Action, Adventure, Crime,Nan,R ,"30,012"
1149,Mr, Jackie Chan, Richard Norton, Miki Lee, Karen McLymont,Action, Adventure, Comedy,12.67,PG-13 ,"27,954"
1150,The Warrior's Way, Jang Dong-Gun, Kate Bosworth, Geoffrey Rush, Danny Huston,Action, Drama, Fantasy,5.66,R ,"26,788"
1151,The Legend of Tomiris, Ghassan Massoud, Eduardo Minett, Aizhan Lighg, Yerden Telemissov,Action, Drama, History,Nan,TV-14 ,"42,617"
1152,Ong Bak 2, Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primrata Dej-Udom,Action,Nan,Nan,0.10,R ,"31,304"
1153,Dabangg, Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan,Action, Comedy, Crime,4.63,Not Rated ,"33,377"
1154,The Lost City, Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph,Action, Adventure, Comedy,105.34,PG-13 ,"134,006"
1155,Jurassic World: Fallen Kingdom, Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith,Action, Adventure, Sci-Fi,417.72,PG-13 ,"327,049"
1156,Day Shift, Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good,Action, Comedy, Fantasy,Nan,R ,"82,986"
1157,Mission: Impossible II, Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames,Action, Adventure, Thriller,215.41,PG-13 ,"352,417"
1158,Ambulance, Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt,Action, Crime, Drama,22.78,R ,"82,699"
1159,6 Underground, Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy,Action, Thriller,Nan,Nan,R ,"185,199"
1160,Rampage, Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan,Action, Adventure, Sci-Fi,101.03,PG-13 ,"175,337"
1161,Justice League, Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller,Action, Adventure, Fantasy,229.02,PG-13 ,"462,761"
1162,Lou, Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman,Action, Crime, Drama,Nan,R ,"29,540"
1163,Jack Reacher: Never Go Back, Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper,Action, Crime, Drama,58.70,PG-13 ,"165,022"
1164,Lightyear, Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi,Animation, Action, Adventure,118.31,PG ,"113,673"
1165,Mortal Engines, Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae,Action, Adventure, Fantasy,15.95,PG-13 ,"130,766"
1166,San Andreas, Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes,Action, Adventure, Thriller,155.19,PG-13 ,"245,748"
1167,Superman Returns, Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden,Action, Adventure, Sci-Fi,200.08,PG-13 ,"287,115"
1168,Rambo: Last Blood, Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza,Action, Crime, Thriller,44.82,R ,"103,146"
1169,RoboCop, Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish,Action, Crime, Sci-Fi,58.61,PG-13 ,"233,382"
1170,The Expendables 3, Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas,Action, Adventure, Thriller,39.32,PG-13 ,"187,580"
1171,I Am Number Four, Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer,Action, Adventure, Sci-Fi,55.10,PG-13 ,"241,739"
1172,Lifeforce, Steve Railsback, Mathilda May, Peter Firth, Frank Finlay,Action, Horror, Mystery,11.60,R ,"27,411"
1173,Snow White and the Huntsman, Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin,Action, Adventure, Drama,155.33,PG-13 ,"294,919"
1174,Jumper, Hayden Christensen, Samuel L. Jackson, Jamie Bell, Rachel Bilson,Action, Adventure, Sci-Fi,80.17,PG-13 ,"313,556"
1175,Hitman's Wife's Bodyguard, Ryan Reynolds, Samuel L. Jackson, Salma Hayek, Antonio Banderas,Action, Comedy, Crime,Nan,R ,"99,462"
1176,Mile 22, Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich,Action, Thriller,Nan,36.11,R ,"83,132"
1177,Blood Red Sky, Peri Baumeister, Carl Anton Koch, Alexander Scheer, Kais Setti,Action, Adventure, Drama,Nan,TV-MA ,"51,416"
1178,Die Another Day, Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens,Action, Adventure, Thriller,160.94,PG-13 ,"223,453"
1179,Code 8, Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne,Action, Crime, Drama,Nan,Not Rated ,"41,824"
1180,The Huntsman: Winter's War, Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt,Action, Adventure, Drama,48.39,PG-13 ,"114,084"
1181,Crawl, Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson,Action, Adventure, Horror,39.01,R ,"88,280"
1182,Days of Thunder, Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid,Action, Drama, Sport,82.67,PG-13 ,"92,285"
1183,Vampires, James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith,Action, Horror, Thriller,20.24,R ,"61,379"
1184,Resident Evil: Apocalypse, Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr,Action, Horror, Sci-Fi,51.20,R ,"204,351"
1185,Dora and the Lost City of Gold, Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria,Action, Adventure, Comedy,60.48,PG ,"32,268"
1186,The Karate Kid Part II, Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth,Action, Family, Sport,115.10,PG ,"94,029"
