,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
831,Star Wars: Episode I - The Phantom Menace, Ewan McGregor, Liam Neeson, Natalie Portman, Jake Lloyd,Action, Adventure, Fantasy,474.54,PG ,"824,181"
832,The Hunt, Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall,Action, Horror, Thriller,5.81,R ,"119,806"
833,Fast & Furious Presents: Hobbs & Shaw, Dwayne Johnson, Jason Statham, Idris Elba, Vanessa Kirby,Action, Adventure, Thriller,173.96,PG-13 ,"221,762"
834,Star Wars: Episode IX - The Rise of Skywalker, Daisy Ridley, John Boyega, Oscar Isaac, Adam Driver,Action, Adventure, Fantasy,515.20,PG-13 ,"467,091"
835,The Tomorrow War, Chris Pratt, Yvonne Strahovski, J.K. Simmons, Betty Gilpin,Action, Adventure, Drama,Nan,PG-13 ,"214,039"
836,Pokémon: Detective Pikachu, Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy,Action, Adventure, Comedy,144.11,PG ,"171,832"
837,Sonic the Hedgehog 2, James Marsden, Jim Carrey, Ben Schwartz, Tika Sumpter,Action, Adventure, Comedy,190.87,PG ,"74,707"
838,Pirates of the Caribbean: Dead Men Tell No Tales, Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom,Action, Adventure, Fantasy,172.56,PG-13 ,"324,153"
839,Sonic the Hedgehog, Ben Schwartz, James Marsden, Jim Carrey, Tika Sumpter,Action, Adventure, Comedy,148.97,PG ,"147,479"
840,Tag, Jeremy Renner, Ed Helms, Jake Johnson, Jon Hamm,Action, Comedy,Nan,54.55,R ,"139,461"
841,The Hunger Games: Mockingjay - Part 2, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson,Action, Adventure, Sci-Fi,281.72,PG-13 ,"342,759"
842,Gone in 60 Seconds, Nicolas Cage, Angelina Jolie, Giovanni Ribisi, T.J. Cross,Action, Crime, Thriller,101.65,PG-13 ,"285,655"
843,War of the Worlds, Tom Cruise, Dakota Fanning, Tim Robbins, Miranda Otto,Action, Adventure, Sci-Fi,234.28,PG-13 ,"459,328"
844,Beverly Hills Cop II, Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox,Action, Comedy, Crime,153.67,R ,"124,364"
845,Mandy, Nicolas Cage, Andrea Riseborough, Linus Roache, Ned Dennehy,Action, Fantasy, Horror,1.21,Not Rated ,"83,603"
846,The Quick and the Dead, Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio,Action, Romance, Thriller,18.64,R ,"98,322"
847,12 Strong, Chris Hemsworth, Michael Shannon, Michael Peña, Navid Negahban,Action, Drama, History,45.82,R ,"86,058"
848,The Mechanic, Jason Statham, Ben Foster, Donald Sutherland, Tony Goldwyn,Action, Crime, Thriller,29.12,R ,"165,019"
849,X-Men Origins: Wolverine, Hugh Jackman, Liev Schreiber, Ryan Reynolds, Danny Huston,Action, Sci-Fi,Nan,179.88,PG-13 ,"515,203"
850,Mr, Brad Pitt, Angelina Jolie, Adam Brody, Vince Vaughn,Action, Comedy, Crime,186.34,PG-13 ,"511,562"
851,Cliffhanger, Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner,Action, Adventure, Thriller,84.05,R ,"134,361"
852,Homefront, Jason Statham, James Franco, Winona Ryder, Kate Bosworth,Action, Crime, Thriller,20.16,R ,"123,982"
853,Under Siege, Steven Seagal, Gary Busey, Tommy Lee Jones, Erika Eleniak,Action, Thriller,Nan,83.36,R ,"91,085"
854,The Lost World: Jurassic Park, Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn,Action, Adventure, Sci-Fi,229.09,PG-13 ,"428,428"
855,Terminator Salvation, Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood,Action, Adventure, Sci-Fi,125.32,PG-13 ,"368,791"
856,Flash Gordon, Sam J. Jones, Melody Anderson, Max von Sydow, Topol,Action, Adventure, Sci-Fi,Nan,PG ,"58,931"
857,The Chronicles of Narnia: Prince Caspian, Ben Barnes, Skandar Keynes, Georgie Henley, William Moseley,Action, Adventure, Family,141.62,PG ,"216,907"
858,Rambo: First Blood Part II, Sylvester Stallone, Richard Crenna, Charles Napier, Steven Berkoff,Action, Adventure, Thriller,150.42,R ,"175,097"
859,Sin City: A Dame to Kill For, Mickey Rourke, Jessica Alba, Josh Brolin, Joseph Gordon-Levitt,Action, Crime, Thriller,13.76,R ,"165,844"
860,Kick-Ass 2, Aaron Taylor-Johnson, Chloë Grace Moretz, Christopher Mintz-Plasse, Jim Carrey,Action, Comedy, Crime,28.80,R ,"279,642"
861,Tomorrow Never Dies, Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher,Action, Adventure, Thriller,125.33,PG-13 ,"199,154"
862,Olympus Has Fallen, Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett,Action, Thriller,Nan,98.93,R ,"283,276"
863,The Perfect Storm, George Clooney, Mark Wahlberg, John C. Reilly, Diane Lane,Action, Adventure, Drama,182.62,PG-13 ,"172,365"
864,Octopussy, Roger Moore, Maud Adams, Louis Jourdan, Kristina Wayborn,Action, Adventure, Thriller,67.90,PG ,"109,154"
865,The Man in the Iron Mask, Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu,Action, Adventure, Drama,56.97,PG-13 ,"172,437"
866,Bad Boys for Life, Will Smith, Martin Lawrence, Vanessa Hudgens, Alexander Ludwig,Action, Comedy, Crime,206.31,R ,"166,693"
867,The Forbidden Kingdom, Jackie Chan, Jet Li, Michael Angarano, Juana Collignon,Action, Adventure, Fantasy,52.08,PG-13 ,"107,501"
868,The Interview, James Franco, Seth Rogen, Randall Park, Lizzy Caplan,Action, Adventure, Comedy,6.11,R ,"341,164"
869,Peppermint, Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba,Action, Thriller,Nan,35.42,R ,"67,351"
870,Get Smart, Steve Carell, Anne Hathaway, Alan Arkin, Dwayne Johnson,Action, Adventure, Comedy,130.32,PG-13 ,"222,500"
871,The Rocketeer, Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton,Action, Adventure, Family,46.70,PG ,"59,694"
872,Never Back Down, Sean Faris, Djimon Hounsou, Amber Heard, Cam Gigandet,Action, Drama, Sport,24.85,PG-13 ,"103,838"
873,Swordfish, John Travolta, Hugh Jackman, Halle Berry, Don Cheadle,Action, Crime, Thriller,69.77,R ,"191,580"
874,The Spiderwick Chronicles, Freddie Highmore, Sarah Bolger, David Strathairn, Mary-Louise Parker,Action, Adventure, Drama,71.20,PG ,"99,068"
875,National Treasure: Book of Secrets, Nicolas Cage, Diane Kruger, Justin Bartha, Jon Voight,Action, Adventure, Mystery,219.96,PG ,"245,077"
876,Diamonds Are Forever, Sean Connery, Jill St. John, Charles Gray, Lana Wood,Action, Adventure, Thriller,43.82,PG ,"109,951"
877,Safe, Jason Statham, Catherine Chan, Chris Sarandon, Robert John Burke,Action, Crime, Thriller,17.14,R ,"113,418"
878,Air Force One, Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson,Action, Drama, Thriller,172.96,R ,"202,476"
879,Nerve, Emma Roberts, Dave Franco, Emily Meade, Miles Heizer,Action, Adventure, Crime,38.58,PG-13 ,"135,242"
880,Self/less, Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley,Action, Mystery, Sci-Fi,12.28,PG-13 ,"101,481"
881,A Walk Among the Tombstones, Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook,Action, Crime, Drama,26.31,R ,"124,315"
882,Young Guns II, Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Christian Slater,Action, Drama, Western,44.14,PG-13 ,"37,609"
883,Batman: The Movie, Adam West, Burt Ward, Lee Meriwether, Cesar Romero,Action, Adventure, Comedy,Nan,PG ,"34,491"
884,Executive Decision, Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt,Action, Adventure, Thriller,56.57,R ,"59,581"
885,U, Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano,Action, Crime, Thriller,57.17,PG-13 ,"109,358"
886,Underworld: Rise of the Lycans, Rhona Mitra, Michael Sheen, Bill Nighy, Steven Mackintosh,Action, Fantasy, Thriller,45.80,R ,"163,746"
887,Space Cowboys, Clint Eastwood, Tommy Lee Jones, Donald Sutherland, James Garner,Action, Adventure, Thriller,90.46,PG-13 ,"83,665"
888,Cellular, Kim Basinger, Chris Evans, Jason Statham, William H. Macy,Action, Crime, Thriller,32.00,PG-13 ,"103,074"
889,Premium Rush, Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy,Action, Crime, Thriller,20.28,PG-13 ,"116,202"
890,The International, Clive Owen, Naomi Watts, Armin Mueller-Stahl, Ulrich Thomsen,Action, Crime, Drama,25.45,R ,"97,380"
891,Hostage, Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett,Action, Crime, Drama,34.64,R ,"112,132"
892,Space Sweepers, Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo,Action, Adventure, Drama,Nan,TV-MA ,"27,070"
893,The Grandmaster, Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen,Action, Biography, Drama,6.59,PG-13 ,"35,512"
894,Flyboys, James Franco, Jean Reno, Jennifer Decker, Scott Hazell,Action, Drama, History,13.08,PG-13 ,"43,544"
895,Heist, Gene Hackman, Rebecca Pidgeon, Danny DeVito, Delroy Lindo,Action, Crime, Drama,0.05,R ,"38,089"
896,War, Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana,Action, Adventure, Thriller,Nan,Not Rated ,"29,368"
897,The Four Feathers, Heath Ledger, Wes Bentley, Kate Hudson, Mohamed Bouich,Action, Adventure, Drama,18.31,PG-13 ,"34,833"
898,Ladder 49, Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick,Action, Drama, Thriller,74.54,PG-13 ,"58,576"
899,Spartan, Val Kilmer, Derek Luke, William H. Macy, Tia Texada,Action, Crime, Drama,4.43,R ,"32,503"
900,District 13: Ultimatum, Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval,Action, Crime, Thriller,0.04,R ,"45,453"
901,Conquest 1453, Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun,Action, Drama, History,0.07,Not Rated ,"58,586"
902,Taxi 2, Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard,Action, Comedy, Crime,0.73,Not Rated ,"57,330"
903,Dhoom 2, Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra,Action, Crime, Thriller,2.64,Not Rated ,"28,224"
904,Twister, Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz,Action, Adventure, Thriller,241.72,PG-13 ,"202,788"
905,Escape Room, Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine,Action, Adventure, Horror,57.01,PG-13 ,"130,715"
906,Valerian and the City of a Thousand Planets, Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna,Action, Adventure, Fantasy,41.19,PG-13 ,"188,304"
907,Tomorrowland, George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy,Action, Adventure, Family,93.44,PG ,"186,212"
908,Godzilla, Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe,Action, Adventure, Sci-Fi,200.68,PG-13 ,"422,697"
909,Lucy, Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked,Action, Sci-Fi, Thriller,126.66,R ,"511,490"
910,Batman v Superman: Dawn of Justice, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg,Action, Adventure, Sci-Fi,330.36,PG-13 ,"711,805"
911,Triple Frontier, Ben Affleck, Oscar Isaac, Charlie Hunnam, Garrett Hedlund,Action, Thriller,Nan,Nan,R ,"135,872"
912,Last Action Hero, Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance,Action, Adventure, Comedy,50.02,PG-13 ,"156,977"
913,Greenland, Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn,Action, Thriller,Nan,Nan,PG-13 ,"123,490"
914,The Mummy Returns, Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,Action, Adventure, Fantasy,202.02,PG-13 ,"334,785"
915,Army of Thieves, Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin,Action, Comedy, Crime,Nan,TV-MA ,"82,087"
916,Riddick, Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà,Action, Adventure, Sci-Fi,42.03,R ,"172,675"
917,Death Race, Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane,Action, Sci-Fi, Thriller,36.32,R ,"213,521"
918,The Day After Tomorrow, Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok,Action, Adventure, Sci-Fi,186.74,PG-13 ,"459,665"
919,The Expendables, Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren,Action, Adventure, Thriller,103.07,R ,"352,908"
920,Alien³, Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann,Action, Horror, Sci-Fi,55.47,R ,"307,491"
921,Star Trek: Nemesis, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,43.25,PG-13 ,"81,606"
922,The Punisher, Thomas Jane, John Travolta, Samantha Mathis, Laura Harring,Action, Crime, Drama,33.81,R ,"164,724"
923,Angel Has Fallen, Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams,Action, Thriller,Nan,69.03,R ,"102,953"
924,Need for Speed, Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi,Action, Adventure, Thriller,43.58,PG-13 ,"174,207"
925,Salt, Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,Action, Thriller,Nan,118.31,PG-13 ,"321,252"
926,Hancock, Will Smith, Charlize Theron, Jason Bateman, Jae Head,Action, Comedy, Drama,227.95,PG-13 ,"494,704"
927,The Three Musketeers, Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt,Action, Adventure, Romance,53.90,PG ,"56,917"
928,Savages, Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro,Action, Crime, Drama,47.38,R ,"132,265"
929,Now You See Me 2, Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco,Action, Adventure, Comedy,65.08,PG-13 ,"302,863"
930,Rat Race, Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf,Action, Adventure, Comedy,56.62,PG-13 ,"119,365"
931,The World Is Not Enough, Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards,Action, Adventure, Thriller,126.94,PG-13 ,"204,809"
932,Live by Night, Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina,Action, Crime, Drama,10.38,R ,"58,536"
933,Pain & Gain, Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub,Action, Comedy, Crime,49.88,R ,"222,429"
934,Revenge, Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède,Action, Drama, Horror,0.10,R ,"45,636"
935,Monsters vs, Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen,Animation, Action, Adventure,198.35,PG ,"168,802"
936,Tango & Cash, Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance,Action, Comedy, Crime,63.41,R ,"109,447"
937,Predators, Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Action, Adventure, Fantasy,52.00,R ,"236,766"
938,Colombiana, Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà,Action, Drama, Thriller,36.67,PG-13 ,"104,032"
939,Star Trek: Insurrection, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,70.12,PG ,"77,314"
940,The Vault, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham,Action, Adventure, Thriller,Nan,R ,"27,981"
941,The Lone Ranger, Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson,Action, Adventure, Western,89.30,PG-13 ,"239,110"
942,The Angry Birds Movie 2, Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader,Animation, Action, Adventure,41.66,PG ,"32,017"
943,The Taking of Pelham 123, Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj,Action, Crime, Thriller,65.45,R ,"202,141"
944,The Sum of All Fears, Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt,Action, Drama, Thriller,118.91,PG-13 ,"120,207"
945,The Jackal, Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora,Action, Crime, Drama,54.93,R ,"120,494"
946,Killer Elite, Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell,Action, Crime, Thriller,25.12,R ,"132,865"
947,The Purge: Anarchy, Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez,Action, Horror, Sci-Fi,71.96,R ,"156,575"
948,Behind Enemy Lines, Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield,Action, Drama, Thriller,59.07,PG-13 ,"108,800"
949,Let's Be Cops, Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev,Action, Comedy, Crime,82.39,R ,"137,054"
950,DragonHeart, Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite,Action, Adventure, Fantasy,51.37,PG-13 ,"99,554"
951,Kill List, Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley,Action, Crime, Horror,0.03,Not Rated ,"42,757"
952,Kickboxer, Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi,Action, Sport, Thriller,14.70,R ,"57,920"
953,Son of a Gun, Ewan McGregor, Brenton Thwaites, Alicia Vikander, Brendan Kerkvliet,Action, Crime, Drama,0.00,R ,"28,834"
954,Faster, Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez,Action, Crime, Drama,23.24,R ,"109,804"
955,Darkman, Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,Action, Sci-Fi, Thriller,33.88,R ,"67,082"
956,Dead Man Down, Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard,Action, Crime, Drama,10.88,R ,"69,062"
957,Daybreakers, Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day,Action, Horror, Sci-Fi,30.10,R ,"131,593"
958,The Siege, Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub,Action, Thriller,Nan,40.98,R ,"75,307"
959,Here Comes the Boom, Kevin James, Salma Hayek, Henry Winkler, Greg Germann,Action, Comedy, Sport,45.29,PG ,"93,415"
960,Blood Father, Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks,Action, Crime, Drama,Nan,R ,"65,933"
961,Act of Valor, Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver,Action, Adventure, Thriller,70.01,R ,"70,331"
962,Shaft, Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall,Action, Comedy, Crime,21.36,R ,"55,985"
963,Contraband, Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg,Action, Crime, Drama,66.53,R ,"124,591"
964,Basic, John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly,Action, Crime, Drama,26.54,R ,"64,472"
965,The Rover, Guy Pearce, Robert Pattinson, Scoot McNairy, David Field,Action, Crime, Drama,1.11,R ,"49,757"
966,Snitch, Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron,Action, Drama, Thriller,42.93,PG-13 ,"90,329"
967,Last Man Standing, Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken,Action, Crime, Drama,17.60,R ,"59,494"
968,The Omega Man, Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo,Action, Drama, Sci-Fi,8.72,PG ,"32,763"
969,Lock Up, Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham,Action, Crime, Drama,22.10,R ,"44,664"
970,From Paris with Love, John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,Action, Crime, Thriller,23.98,R ,"119,314"
971,How I Live Now, Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,Action, Adventure, Drama,0.06,R ,"31,205"
972,The Prophecy, Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz,Action, Crime, Drama,16.12,R ,"32,153"
973,Batman: The Killing Joke, Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise,Animation, Action, Crime,3.78,R ,"59,158"
974,Just Cause, Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood,Action, Crime, Drama,36.85,R ,"28,224"
975,Chaos, Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny,Action, Crime, Drama,Nan,R ,"56,155"
976,Black Death, Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon,Action, Drama, History,0.02,R ,"49,660"
977,Black and Blue, Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter,Action, Thriller,Nan,22.06,R ,"25,182"
978,Final Fantasy: The Spirits Within, Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames,Animation, Action, Adventure,32.13,PG-13 ,"82,984"
979,Blood Work, Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus,Action, Crime, Drama,26.20,R ,"46,331"
980,Night Watch, Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina, Valeriy Zolotukhin,Action, Fantasy, Horror,1.49,R ,"54,655"
981,Ned Kelly, Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts,Action, Adventure, Biography,0.07,R ,"27,558"
982,Resident Evil: Degeneration, Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith,Animation, Action, Horror,Nan,R ,"32,152"
983,Day Watch, Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina,Action, Fantasy, Horror,0.45,R ,"34,892"
984,Redirected, Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson,Action, Comedy, Crime,Nan,Not Rated ,"34,320"
985,Operation Fortune: Ruse de Guerre, Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant,Action, Comedy, Thriller,Nan,R ,"53,830"
986,Black Adam, Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo,Action, Adventure, Fantasy,168.15,PG-13 ,"245,519"
987,The King's Man, Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson,Action, Adventure, Thriller,37.18,R ,"157,656"
988,Eternals, Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek,Action, Adventure, Fantasy,164.87,PG-13 ,"358,458"
989,Uncharted, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali,Action, Adventure,Nan,148.65,PG-13 ,"227,430"
990,Dune, Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino,Action, Adventure, Sci-Fi,30.93,PG-13 ,"165,651"
991,Godzilla vs, Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry,Action, Sci-Fi, Thriller,100.92,PG-13 ,"219,490"
992,Waterworld, Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino,Action, Adventure, Sci-Fi,88.25,PG-13 ,"202,124"
993,Red Notice, Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya,Action, Comedy, Thriller,Nan,PG-13 ,"290,391"
994,Sky High, Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker,Action, Comedy, Family,63.95,PG ,"90,689"
995,Spider-Man 3, Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church,Action, Adventure, Sci-Fi,336.53,PG-13 ,"607,092"
996,Ghost in the Shell, Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche,Action, Crime, Drama,40.56,PG-13 ,"220,485"
997,Terminator Genisys, Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney,Action, Adventure, Sci-Fi,89.76,PG-13 ,"284,243"
998,Polar, Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren,Action, Thriller,Nan,Nan,TV-MA ,"94,124"
999,Ocean's Eight, Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,Action, Comedy, Crime,140.22,PG-13 ,"229,032"
1000,Tomb Raider, Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu,Action, Adventure, Fantasy,58.25,PG-13 ,"219,510"
1001,The Shallows, Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas,Action, Drama, Horror,55.12,PG-13 ,"137,658"
1002,Knight and Day, Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,Action, Adventure, Comedy,76.42,PG-13 ,"202,322"
1003,Terminator 3: Rise of the Machines, Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes,Action, Sci-Fi,Nan,150.37,R ,"407,526"
1004,King Arthur, Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd,Action, Adventure, Drama,51.88,PG-13 ,"171,636"
1005,The Bodyguard, Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs,Action, Drama, Music,121.95,R ,"141,075"
1006,Red Dawn, Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen,Action, Drama, Thriller,38.38,PG-13 ,"60,078"
1007,Central Intelligence, Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan,Action, Comedy, Crime,127.44,PG-13 ,"199,951"
1008,The Last Stand, Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro,Action, Thriller, Western,12.05,R ,"142,252"
1009,The American, George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund,Action, Crime, Drama,35.61,R ,"99,860"
1010,Miss Congeniality, Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen,Action, Comedy, Crime,106.81,PG-13 ,"218,650"
1011,White House Down, Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke,Action, Drama, Thriller,73.10,PG-13 ,"228,337"
1012,Sand Castle, Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell,Action, Drama, War,Nan,TV-MA ,"25,231"
1013,The Collector, Josh Stewart, Andrea Roth, Juan Fernández, William Prael,Action, Horror, Thriller,7.71,R ,"68,376"
1014,Bright, Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez,Action, Fantasy, Thriller,Nan,TV-MA ,"194,774"
1015,Ninja Assassin, Rain, Rick Yune, Naomie Harris, Joon Lee,Action, Thriller,Nan,38.11,R ,"73,809"
1016,Maze Runner: The Scorch Trials, Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito,Action, Adventure, Sci-Fi,81.70,PG-13 ,"260,631"
1017,Every Which Way But Loose, Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo,Action, Comedy,Nan,106.00,PG ,"28,704"
1018,A View to a Kill, Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones,Action, Adventure, Thriller,50.33,PG ,"101,043"
1019,Guns Akimbo, Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo,Action, Comedy, Crime,Nan,R ,"64,653"
1020,Once Upon a Time in Mexico, Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe,Action, Crime, Thriller,56.36,R ,"165,776"
1021,The Angry Birds Movie, Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph,Animation, Action, Adventure,107.51,PG ,"97,485"
